Id,Category,Topic,Source,Headline,Text,Link,longitud,num_palabras,palabras_unicas,palabras_unicas_ratio,mayusculas,exclamaciones,interrogaciones,puntuacion_total,sensacionalistas,contiene_url,num_entidades,polaridad_pos,polaridad_neg,num_citas,nombres_propios
98,Fake,Society,El Dizque,Un grupo de expertos descubre los pasos a seguir para evitar el divorcio,grupo experto verb_descubrir paso verb_seguir verb_evitar divorcio etapa romance pareja noviazgo verb_ser profesor verb_segismundo huaracha catedrático universidad yale jardín balbuén verb_ser verb_compartir intimidad físico emocional verb_desnudar cuerpo alma persona verb_sentir mundo verb_ser verb_estar justo justo alguien justo tralalá verb_tener verb_acabar verb_llegar frase trágico relación verb_referir matrimonio divorcio méxico verb_haber verb_ir verb_incrementar caso divorcio ley verb_reformar verb_hacer ayer verb_establecer divorcio exprés verb_haber viejo travesía verb_demostrar juez familiar verb_haber infidelidad verb_haber abandono hogar violencia etcétera verb_bastar verb_solicitar él escrito cosilla verb_sanseacabar grupo experto consejería matrimonial liderado profesor huaracha verb_realizar estudio verb_llevar number año verb_llegar conclusión conclusión verb_asegurar verb_poder verb_salvar él familia entero verb_ocasionar divorcio profesor huaracha verb_dar exclusiva paso verb_seguir verb_evitar temido divorcio verb_afectar hombre mujer niño lechero estudio verb_ser verb_publicar dif municipio san higinio cantinero michoacán extenso libro tamaño folleto ilustración color,https://www.eldizque.com/un-grupo-de-expertos-descubre-los-pasos-a-seguir-para-evitar-el-divorcio/,1623,273,174,0.6373626373626373,34,0,0,0,1,0,0,2,0,2,21
99,True,Society,BBC News,El peligro de las piscinas inflables,peligro piscina inflabl verb_poder verb_parecer inofensivo piscina portátil inflabl verb_ser peligroso padre verb_creer niño verb_morir ahogado verb_ser conclusión estudio llevado cabo centro investigación política lesión hospital infantil nacional ohio unidos científico niño verb_ahogar piscina verano país verb_tener costo verb_ser fácil verb_usar verb_haber verb_convertir entretenimiento común hogar estadounidense verb_afirmar estudio publicado revista pediatrics padre verb_estar consciente piscina verb_ser peligroso verb_pensar investigador verb_encontrar mayoría caso ahogamiento piscina portátil inflabl verb_involucrar niño menor number año verb_ocurrir patio jardín mes verano piscina portátil verb_ser general pequeño costo fácil verb_usar padre verb_pensar peligro potencial verb_presentar verb_decir doctor gary smith verb_dirigir estudio verb_necesitar minuto centímetro agua verb_ahogar niño verb_ser importante padre verb_dar piscina portátil verb_ser peligroso piscina nivel tierra verb_agregar lapso supervisión doctor smith equipo verb_investigar circunstancia muerte ahogamiento piscina portátil inflabl niño menor number año number number resultado verb_mostrar number*% víctima verb_tener number año edad mayoría muerte verb_deber lapso supervisión verb_resultar niño verb_encontrar forma verb_superar barrera verb_haber verb_colocar verb_mantener él seguro number*% niño estudio verb_estar verb_ser verb_supervisar adulto verb_ocurrir evento inmersión verb_decir investigador number*% caso interrupción supervisión verb_socializar vecino verb_contestar teléfono verb_llevar cabo tarea verb_ser suficiente evento inmersión ocurriero verb_agregar investigador verb_demostrar verb_bastar adulto verb_estar verb_supervisar niño piscina verb_ser necesario verb_poner práctica nivel múltiple supervisión verb_evitar ahogamiento verb_incluir medida verb_evitar niño verb_tener acceso piscina adulto verb_estar presente verb_ser minuto verb_mantener seguro niño verb_estar piscina verb_estar preparado verb_responder emergencia verb_ocurrir lesión inmersión investigador verb_encontrar falta accesibilidad herramienta prevención ahogamiento valla seguridad verb_aislar piscina cubierto seguridad escalera portátil alarma diseñado específicamente tipo piscina accesorio verb_decir autor verb_ser costoso simplemente verb_estar disponible fabricante piscina portátil inflabl verb_deber verb_desarrollar herramienta efectivo costoso verb_ayudar padre verb_disminuir peligro ahogamiento asociado producto verb_decir doctor smith verb_señalar experto supervisión adulto verb_ser esencial clave prevención evento verb_ser concientización verb_bastar verb_voltear él verb_distraer él minuto niño verb_ahogar piscina,http://www.bbc.com/mundo/noticias/2011/06/110621_peligros_piscinas_inflables_portatiles_men,3750,606,289,0.4768976897689769,84,0,0,0,1,0,0,0,0,10,29
100,True,Society,Excelsior,"Brayan y Britany, a la lista negra del Registro Civil en SLP",verb_brayar britany lista negro registro civil slp verb_ofrecer padre familia plática verb_evitar verb_poner nombre britany brayan kevin jovanny verb_pedir verb_ser español verb_ofrecer padre familia plática verb_evitar verb_poner nombre britany brayan kevin jovanny verb_pedir verb_ser español oficialía registro civil municipio xilitla san luis potosí verb_tratar verb_convencer padre familia verb_buscar verb_registrar hijo nombre britany verb_brayan bryan kevin jovanny edward johan verb_llamar él verb_utilizar nombre español jannett lópez márquez titular oficialía registro civil verb_afirmar verb_hacer año verb_papás verb_elegir tipo nombre hijo verb_elaborar acta nacimiento verb_orientar consecuencia verb_poner nombre raro ofensivo denigrant peyorativo extranjero obligación personal dependencia verb_ser verb_hacer él verb_ver verb_poder verb_evitar hijo verb_ser víctima burla señalamiento daño sicológico verb_estar verb_detallar pese consejo orientación verb_existir padre verb_empeñar verb_poner tipo nombre impronunciabl descendiente verb_caber verb_señalar red social verb_haber verb_intensificar burla persona verb_ser verb_registrar nombre extranjero referido,http://www.excelsior.com.mx/nacional/2016/08/25/1113117,1443,234,134,0.5726495726495726,37,0,0,0,0,0,0,0,0,1,31
101,Fake,Society,Argumento Político,Grupo de científicos Arabes admite que la mujer es mamifero pero no humano,grupo científico arab verb_admitir mujer verb_ser mamifero humano decisión precedente grupo científico arabia saudito verb_haber verb_llegar conclusión mujer verb_ser realidad mamífero otorgándol derecho demá especie mamífero camello dromedario cabra kach verb_aclar verb_entender verb_ir zoofilia verb_pensar cabra verb_ser mujer MULTI_EXCLvaleMULTI_EXCL verb_quedar verb_claro.lo verb_dejar descolocado verb_ser verb_afirmar jane austin emoción verb_tener verb_tirar petardo logro verb_tirar petarda jane austin veredicto verb_reducir hora internacional mujer verb_considerar histórico experto grupo defensa derecho mujer verb_ser paso derecho mujer arabia saudito verb_concluir jane austin portavoz red acción liberación mujer verb_poder verb_parecer verb_ser verdaderamente hito mujer región verb_decir visiblemente emocionado mujer verb_ser verb_considerar miembro clase mamífero mujer verb_compartir situación jurídico objeto similar electrodoméstico verb_admitir veredicto verb_mostrar progreso increíble verb_consiguio movimiento derecho mujer number año verb_admitir conferencia prensa mañana mujer verb_ser verb_considerar simplemente objeto alma mamífero pleno derecho derecho animal especie camello cabra verb_decir visiblemente emocionado mujer verb_seguir verb_estar lejos verb_ser verb_considerar number*% humano condición verb_mejorar drásticamente decisión verb_creer firmemente veredicto verb_caer tonelada ladrillo saudí claramente verb_haber verb_encontrar apoyo unánime autoridad religioso élite político verb_reconocer experto verb_poder verb_crear turbulencia significativo actual situación jurídico sistema judicial arabia saudito verb_decir analista político especializado oriente anthony bochstein mujer verb_tener derecho silla mesa verb_ser verb_ver propiedad individual verb_tener rango equivalente especie animal verb_significar verb_deber verb_recibir alimentación mínimo atención respeto verb_ser caso anteriormente verb_explicar panel experto verb_pronunciar cuestión mujer verb_carecer alma verb_haber verb_demostrar verb_poseer cualidad común especie mamífero verb_explicar capacidad verb_procrear verb_amamantar verb_estar equipado vértebra cervical característica único especie mamífero,http://www.argumentopolitico.com/2016/07/grupo-de-cientificos-arabes-admite-que.html,3035,493,274,0.5557809330628803,50,4,0,4,1,0,0,0,0,1,33
102,Fake,Society,Hay noticia,Golpean al DJ de una disco por poner despacito *NUMBER* veces en una noche,verb_golpear disco verb_poner despacito number noche altercado grave verb_ocurrir semana discoteca logroño grupo joven exaltado verb_subir tribuna diskjockey verb_abalanzar él verb_dar él puñetazo patada efectivo seguridad verb_poder verb_dar basto verb_tener verb_llamar policía verb_presentar rápidamente verb_detener number atacante verb_llevar comisaría verb_explicar agente diskjockey verb_llevar noche verb_poner canción luis fonsi despacito verb_haber verb_avisar verb_dejar verb_poner él verb_estar harto verb_seguir poniéndola actitud desafiante verb_hacer verb_soportar verb_subir verb_dar él paliza pesado chulo agente verb_mostrar comprensivo motivo verb_tener verb_cursar denuncia verb_decir problema verb_arreglar golpe,https://haynoticia.es/golpean-al-dj-una-disco-poner-despacito-10-veces-una-noche/,969,170,110,0.6470588235294118,24,0,0,0,0,0,0,0,0,2,8
103,True,Society,Animal Politico ,"Taxistas de la CDMX deben cambiar sus autos por modelos híbridos o eléctricos; Uber y Cabify, no",taxista cdmx verb_deber verb_cambiar auto modelo híbrido eléctrico uber cabify meta verb_imponer autoridad ciudad méxico verb_ser verb_renovar parque taxi verb_circular capital país verb_cambiar unidad tradicional auto híbrido eléctrico number mil taxista verb_estar obligado verb_cambiar taxi año problema verb_decir propietario vehículo verb_ser auto híbrido eléctrico verb_costar doble tradicional mayo año ciudad verb_funcionar programa dueño taxi verb_cumplir number año servicio verb_recibir number mil peso cambio unidad viejo verb_deber verb_ser verb_destruir taxista verb_sostener apoyo verb_dar verb_ser insuficiente cambio verb_suponer aumento number number*% ingreso taxista estimación secretario movilidad héctor serrano carro usado taxi verb_costar number mil pesos híbrido económico verb_costar number mil peso verb_ser verb_tener verb_pagar equivalente vehículo verb_ganar tarifa verb_explicar ignacio rodríguez vocero taxista organizado ciudad méxico verb_estar medida programa verb_iniciar año cantidad taxista verb_haber verb_acceder verb_ser mínimo estimo verb_haber verb_ser number taxi verb_haber verb_hacer cambio compañero verb_estar verb_poder verb_pagar verb_decir rodríguez QUEST medida selectivo QUEST auto empresa uber cabify verb_estar verb_considerar medida representante empresa transporte verb_reconocer secretaría movilidad semovi verb_incluir proceso modernización auto alquiler verb_tener verb_incluir flota porcentaje automóvil contaminante excepción verb_ser recibido taxista sostién verb_tratar competencia desleal auto empresa pirata verb_haber number mil vehículo verb_hacer competencia condición desigual verb_tener capacidad económico verb_hacer cambio gobierno verb_querer verb_acusar rodríguez pese verb_ser obligatorio cabify verb_contar automóvil híbrido plataforma empresa verb_considerar verb_convertir cambio profundo flota razón principal verb_ser verb_existir dificultad técnico auto eléctrico ciudad méxico zona carga costo vehículo recurso taxi medida verb_ser resultado compromiso verb_hacer jefe gobierno ciudad méxico miguel ángel mancera cumbre cNUM verb_hacer hincapié verb_renovar transporte tecnología sustentabl taxista verb_buscar amparo verb_evitar cambio unidad verb_ser obligatorio principal argumento verb_ser alto costo vehículo dificultad técnico verb_implicar manutención refacción falta estación carga verb_encontrar espacio privado modernización unidad verb_obligar taxista verb_realizar serie actualización servicio verb_prestar ejemplo verb_tener verb_usar taxímetro digital verb_funcionar tableta verb_incluir localización gps verb_tener verb_calibrar él establecimiento dedicado taxímetro conductor verb_poder verb_usar plataforma similar uber cabify verb_poder verb_decidir antemano viaje verb_realizar actualización verb_abrir posibilidad taxi verb_poder verb_aceptar pago vía tarjeta debito crédito servicio cifra number mil taxi híbrido eléctrico verb_ser meta verb_sustituir gobierno cuidad méxico number mil peso verb_costar auto híbrido económico eléctrico verb_costar doble number estación carga eléctrico verb_haber ciudad méxico mayoría zona privado,https://www.animalpolitico.com/2017/01/taxistas-autos-hibridos-uber-cabify/,4236,717,332,0.4630404463040446,141,0,2,2,0,0,0,0,0,3,47
104,True,Society,El país,Grecia detiene a un periodista por divulgar una lista de evasores fiscales,grecia verb_detener periodista verb_divulgar lista evasores fiscal lista lagarde verb_revelar existencia number persona bancario suiza periodista investigación griego kosta vaxevani verb_ir juicio verb_divulgar llamado lista lagarde verb_figurar nombre number griego bancario suiza relación cuyo autenticidad gobierno atena rehúsa verb_confirmar verb_figurar político -do democracia partido ministro conservador andonis samarás- titular entidad hsbc periodista verb_comparecer lunes juzgado atena acusado verb_violar dato confidencial vaxevanis verb_haber verb_ser verb_detener domingo mañana casa amigo atena despliegue seguridad milicia fascista verb_relatar twitter sábado hot verb_doc revista quincenal verb_dirigir verb_haber verb_publicar portada exclusiva titular nombre lista lagarde historia verb_venir lejos otoño number mes rescate grecia- ministra economía francés christine lagarde verb_entregar homólogo griego yorgo papaconstantinu lista number nombre ciudadano suiza prueba documental inveterado costumbre verb_evadir impuesto profesional empresario griego lucha fraude fiscal verb_ser bandera gobierno socialista yorgos papandreu clamoroso exigencia prestamista internacional troika verb_formar comisión europea banco central europeo fondo monetario internacional dirigido actualmente lagarde lista lagarde verb_caer aparentemente olvido verb_salir superficie comienzo mes sucesor papaconstantinu frente cartera economía líder partido deriva socialista evánguelo venizelo verb_entregar autoridad verb_declarar verb_desconocer paradero dato verb_incurrir versión contradictorio verb_sostener teléfono periodista mijalis samozraki hot verb_doc mes verb_haber verb_haber controversia asunto papaconstantinu venizelo verb_ser verb_convocar comisión parlamentario extraordinario verb_desdecir verb_haber verb_manifestar verb_saber verb_estar lista verb_poder verb_usar él verb_ser carácter confidencial verb_ir verb_cambiar excusa sociedad griego verb_sentir engañado verb_sentir verb_estar verb_tomar pelo verb_afirmar samozraki verb_denunciar detención colega acto censura fuente revista verb_asegurar verb_recibir copia lista lagarde anónimo vaxevanis verb_reivindicar obligación verb_divulgar él pese amenaza actuación judicial verb_haber verb_hacer cosa periodista verb_estar obligado verb_hacer verb_revelar verb_ocultar verb_decir vídeo enviado agencia reuters verb_haber alguien perseguible oficio verb_ser ministro verb_ocultar lista verb_perder verb_decir verb_existir verb_hacer trabajo verb_ser periodista verb_ser oficio lista publicado hot verb_doc verb_aparecer nombre político verb_incluir antiguo ministro democracia verb_haber verb_muerto- consejero actual samarás exministro yorgo vulgarakis verb_haber verb_negar verb_tener dinero suiza pese verb_figurar listado hora sábado verb_conocer orden detención emitido vaxevani fiscalía periodista investigación verb_destapar caso vatopedi -uno escándalo corrupción lustro- verb_animar web informativo koutipandoras.gr caja pandora verb_narrar acoso policial detención verb_ser objeto twitter verb_entrar casa policía fiscal verb_detener verb_corred voz verb_escribir hora mañana domingo imagen exterior edificio verb_encontrar verb_mostrar cordón policial empeño clima agitación social marcado tanda recorte verb_votar miércoles parlamento- exceso celo policial inmigrante number indocumentado arrestado atena viernes marco operación curso agosto domingo país verb_celebrar fecha señalada jornada exaltación patriótico verb_conmemorar rechazo ultimátum rendición italia mussolini ocasión despliegue seguridad precedente verb_convertir numeroso ciudad muestra resistencia antifascista desmán extremo derecha semejante caldo cultivo fractura social patente revelación lista presunto evasor consiguiente constatación autoridad verb_haber verb_mirar año verb_haber verb_contribuir verb_avivar descontento,https://elpais.com/internacional/2012/10/28/actualidad/1351452293_062123.html,5246,849,458,0.5394581861012956,135,0,0,0,2,0,0,0,0,7,93
105,Fake,Society,La voz popular,MCDONALD'S LANZA COMIDAS PARA BEBÉS,mcdonald's verb_lanzar comida bebé conocido cadena restaurante comida rápido mcdonald's lanza comida bebé verb_enganchar cliente edad producto bebé mcdonald's verb_abarcar comida diario verb_llegar límite insospechado sucedáneo leche materno verb_madar chino rico glutamato monosódico calcio punto vista nutricional necesidad nutritiva recién nacido verb_quedar satisfecho verb_seguir dieta menú bebé mcdonald's verb_proponer verb_afirmar peter lovedinner investigador independiente fundación mcdonald's menú bebé mcdonanld's menú bebé mcdonald's verb_crear cliente empedernido consumidor nutrido talla leve problema salud gabriel fields economista reconocido prestigio casa verb_ser famoso verb_ser beneficioso verb_salir crisis verb_generar ciclo consumo ámbito -incluido salud- hábito verb_incrementar capital circulante bebé consumidor mcdonald's aspecto plato menú bebé mcdonald's filtración verb_estar compuesto comida mcbaby sucedáneo puré tipo potito sucedáneo patata compuesto resto elaboración soja pensado verb_sustituir aporte proteínico mcmom verb_ser cosa leche materno marca mcdonald's verb_madar chino verb_haber verb_querer verb_preguntar origen postre papilla potito marca autoridad verb_permitir mcdonald's verb_vender comida bebé empresa comprometido sociedad verb_querer verb_enfocar producto generación gobierno españa verb_deber verb_hacer apuesta firma mcdonald's verb_hacer sociedad español verb_afirmar ministra sanidad doña ana mato verb_querer verb_declarar efecto verb_poder verb_tener dieta recién nacido lactant simplemente verb_sellar labio verb_pronunciar salud niño verb_ser tema verb_competir,http://lavozpopular.com/mcdonalds-comida-para-bebes,2164,337,219,0.6498516320474778,81,0,0,0,0,0,0,0,0,6,20
106,Fake,Society,El Ruinaversal,EPN demandará por acoso sexual a la mujer que lo besó en la boca a la fuerza,epn verb_demandar acoso sexual mujer verb_besar boca fuerza méxico.- presidente méxico enrique peña nieto verb_revelar conferencia prensa visita verb_tener lago moreno jalisco joven mujer verb_acercar verb_plantar beso boca verb_salir verb_correr verb_revelar forma chusco mujer verb_ser testigo vocero mandatario eduardo sánchez sensacional nieto verb_acabar verb_entablar demanda acoso verb_abuso sexual fémina verb_señalar verb_esperar verb_hacer justicia depravado verb_violentir integridad indefenso hombre vocero verb_comentar verb_enricar verb_contar verb_ser broma verb_señalar verb_ser verb_haber verb_venir guardado verb_hacer tiempo verb_desear verb_expresar verb_tener miedo gente verb_ser verb_burlar verb_ocurrir kike verb_quedar lastimado verb_imagínate verb_llegar alguien verb_conocer verb_plantar beso verb_ir verb_correr verb_sentir sucio usado verb_tratar caso acoso verb_deber verb_ser verb_tolerar persona verb_deber verb_violentar verb_tener derecho verb_tocar verb_besar verb_hostigar alguien consentimiento peña verb_estar dolido nervio verb_contar verb_ser gracioso realidad verb_haber verb_tomar terapia verb_superar incidente verb_comentar eduardo verb_señalar menciona verb_atrever él verb_contar incidente paso verb_ser verb_demandar principal miedo verb_ser mundo verb_superar verb_acosar sexualmente verb_armar valor verb_gritar viento verb_haber verb_decidir verb_dar paso verb_ser verb_demandar verb_permitir verb_seguir verb_cometer tipo abuso hombre varón verb_llegar verb_besar mujer serio enjuiciado peso ley verb_pasar contrario verb_ver gracioso verb_bastar diferencia género peña verb_ser verb_violentar forma cruel verb_ser esposa verb_poder verb_hacer depravada verb_deber verb_pagar consecuencia verb_localizar verb_ser mujer joven verb_ser edad verb_haber pretexto verb_pagar delito verb_puntualizar,http://www.elruinaversal.com/2017/06/30/epn-demandara-por-acoso-sexual-a-la-mujer-que-lo-beso-en-la-boca-a-la-fuerza/,2204,402,224,0.5572139303482587,25,0,0,0,0,0,0,0,0,1,15
107,True,Society,Excelsior,Respetamos y veneramos a la Virgen de Guadalupe: AMLO,verb_respetar verb_veneramos virgen guadalupe verb_amlo difusión red social volante supuestamente partido morena verb_acusar iglesia católico verb_ser llamado mafia verb_ser verb_rechazar andrés manuel lópez obrador candidato coalición verb_hacer historia presidencia república verb_decir movimiento social verb_ser incluyente verb_respetar libertad credo veneración virgen guadalupe verb_estar verb_pasar volante verb_decir verb_estar virgen guadalupe verb_ser campaña vil sucio verb_ser respetuoso libertad creencia verb_puntualizar lópez obrador volante verb_ser verb_difundir fotografía red social verb_plantear iglesia verb_fanatizar población verb_prácticar morena verb_impedir caso tabasqueño verb_obtener presidencia verb_estar consciente pueblo méxico verb_tener veneración virgen guadalupe verb_tener veneración juárez verb_tener veneración mexicano madre verb_ser campaña sucio negro vil verb_desprestigiar movimiento verb_insistir tabasqueño lópez obrador verb_ser verb_cuestionar tema verb_abordar verb_recalcar personalmente verb_venerar personaje verb_veneramos virgen guadalupe benito juárez verb_reconocer,https://www.excelsior.com.mx/nacional/respetamos-y-veneramos-a-la-virgen-de-guadalupe-amlo/1239958,1366,223,133,0.5964125560538116,44,0,0,0,0,0,0,0,0,3,30
108,True,Society,Tiempo,Publica Municipio Becas para personas con discapacidad,verb_publicar municipio beca persona discapacidad gobierno municipal verb_publicar convocatoria beca persona discapacidad chihuahua verb_conocer fecha requisito dirección desarrollo humano educación objeto verb_fomentar ciudad campaña verb_mejorar calidad vida persona verb_tener discapacidad verb_ser escaso recurso verb_entregar requisito personalmente opción verb_hacer él internet página oficial gobierno municipal beca verb_abarcar abril diciembre number pago verb_ser bimestral trimestral requisito necesario verb_poder verb_ver verb_dar click fecha entrega convocatoria verb_variar municipio zona urbano verb_ser number number febrero horario number*:*number number*:*number verb_pm caso zona rural verb_ser number number febrero lugar horario verb_mostrar página,http://www.tiempo.com.mx/noticia/114495-becas_gobierno_municipal_chihuahua_apoyos_pagos_internet/1,1076,172,109,0.6337209302325582,77,0,0,0,0,0,0,0,0,1,18
109,Fake,Science,Facebook Unico Noticias,LA ONU ALERTA SOBRE MEGATERREMOTO EN MÉXICO Y EU EN LAS PROXIMAS *NUMBER* HORAS.,onu alerta megaterremoto méxico proxima number hora noticia alarmante verb_acabar verb_sacudir mundo jefe departamento sismología instituto geofísica universidad harvard clin roberts verb_alertar gobierno méxico unido verb_preparar él llegada mega terremoto verb_afectar país number hora noticia verb_surgir raíz serie terremoto verb_registrar mundo intensidad superior number grado país japón chino isla salomón unidos méxico especialmente principal actividad sísmico verb_dar peligroso conocido falla san andrés preocupante situación país frontera verb_ser falla number año verb_encontrar momento tensión verb_ser verb_clin roberts verb_haber verb_advertir dependencia gubernamental acerca desastroso fenómeno mencionado ¨big one¨ verb_poder verb_hacer él presente number año muchísimo actividad sísmico zona prestigioso investigador fenómeno sísmico onu organización naciones unidas verb_haber boseph verb_haber verb_confirmar alerta verb_hacer llamado internacional comunidad permanezca unido inminente llegada poderoso desastre natural momento único verb_saber verb_ser autoridad mexicano estadounidense verb_encontrar verb_trabajar conjunto operativo prevención verb_poder verb_salvar vida riesgo sistema nacional protección civil verb_haber verb_emitir comunicado recomendación,https://www.facebook.com/UnicoNoticias/posts/1796461627315696,1760,286,182,0.6363636363636364,130,0,0,0,1,0,0,0,0,0,30
110,Fake,Science,El Dizque,Descubren que los taxis de la Ciudad de México no utilizan gasolina,verb_descubrir taxi ciudad méxico verb_utilizar gasolina verb_acercar aumento tarifa transporte público ciudad méxico secretaría movilidad semovi verb_deber concesionario permisionario servicio transporte público verb_haber verb_solicitar ajuste virtud incremento verb_haber verb_tener gasolina verb_llamar atención experto materia combustible taxi verb_estar excluido rápidamente verb_comenzar verb_investigar verb_descubrir taxi verb_usar gasolina verb_venir verb_destapar mafia oculto verb_haber verb_pensar taxi verb_necesitar combustible verb_funcionar verb_declarar profesor pánfilo solomillo catedrático universidad caguama california verb_ser verb_ver taxi gasolinería verb_estar verb_cargar gasolina QUEST verb_estar verb_hacer QUEST profesor verb_decir equipo verb_poder verb_precisar combustible verb_usar taxi verb_estar seguro verb_ser verb_ser gasolina QUEST verb_ocultar gobierno ciudad méxico QUEST QUEST oculto mancera QUEST EXCL dino maldito verb_ser EXCL QUEST verb_quedar cadenita carmen QUEST QUEST verb_saber QUEST taxi verb_usar gasolina verb_poder verb_ser verb_beneficiar aumento tarifa verb_renegar entrada verb_uber ciudad verb_poder verb_quedar descubierto cosa cosa verb_marquen cambio historia país equipo profesor solomillo verb_haber verb_lograr verb_establecer verb_ser combustible utilizado taxi verb_pensar verb_tener verb_ver botella coca-cola verb_tirar madrugada lleno líquido amarillo verb_tratarer verb_obtener verb_hacer análisis pertinente verb_permitir verb_conocer verb_hacer libre,https://www.eldizque.com/descubren-que-los-taxis-de-la-ciudad-de-mexico-no-utilizan-gasolina/,1884,318,188,0.5911949685534591,35,2,10,12,0,0,0,0,0,4,25
111,True,Science,El país,California obliga a poner paneles solares en las casas nuevas,california verb_obligar verb_poner panel solar casa medida verb_entrar vigor number verb_dejar exento edificio alto casa verb_construir california number verb_deber verb_contar panel solar tejado decisión aprobado miércoles verb_suponer impulso visible energía limpio impacto ciudadano verb_haber verb_hacer lucha cambio climático prioridad absoluto california verb_ser verb_adoptar medida comisión energía california verb_aprobar medida unanimidad miembro verb_ser verb_serer verb_decir comisionado david verb_hochschild votación medida verb_requerir aprobación legislativo verb_afectar casa unifamiliar unidad verb_tener piso verb_obtengan permiso construcción number enero number verb_afectar edificio alto verb_haber sitio instalación solar necesario verb_abastecer vecino obra remodelación number*% construcción actual verb_tener panel solar verb_dar ejemplo verb_tener coste comisión verb_calcular exigencia panel solar verb_añadir media number dólares cualquiera construcción aumento number dólares mes hipoteca number año tiempo verb_calcular tiempo usuario verb_ahorrar number dólares mes factura luz verb_concebir vida aire acondicionado verb_añadir coste vivienda verb_poder verb_tener consecuencia verb_padecer angustioso crisis falta vivienda precio casa sur california verb_haber verb_llegar number dólares consultora corelogic vivienda verb_estar cara alto burbuja number dato agente inmobiliario number*% familia sur california verb_poder verb_permitir él verb_comprar vivienda mano number verb_ser number*% carestía vivienda verb_ser principal factor pérdida compra clase crisis precedente persona hogar calle ciudad californiano argumento regulador verb_ser ahorro plazo luz verb_compensar coste inicial vivienda comprador verb_poder verb_estar seguro number dólares verb_tener verb_poner verb_comprar él casa verb_ser verb_recuperar eficiencia época arnold schwarzenegger california verb_imponer plan reducción emisión gas efecto invernadero ambicioso unidos plan reforzado actual gobierno demócrata apoyo republicano verb_tener objetivo global verb_reducir emisión number number*% number verb_lograr fecha number*% energía verb_proceder fuente renovable comisión energía verb_calcular ahorro emisión medida verb_ser number tonelada año equivalente verb_quitar number vehículo gasolina calle argumentación verb_publicar voto miércoles medida adoptado verb_incluir requisito ventilación aislamiento casa verb_mejorar consumo energía casa construido código verb_ser number*% eficiente construido código actual number edificio residencial verb_utilizar number*% energía estándar edificio verb_funcionar tiempo verb_contribuir red eléctrico fiable verb_decir comisionado andrew verb_mcallister comunicado organismo estatal verb_calcular casa verb_consumir number*% energía antigua código energético edificio californiano verb_comprar verb_vivir verb_funcionar eficientemente verb_generar energía limpio verb_costar verb_operar verb_tener aire interior saludable verb_proporcionar plataforma tecnología inteligente verb_impulsar camino futuro baja emisión,https://elpais.com/economia/2018/05/10/actualidad/1525964076_530918.html,4334,717,345,0.4811715481171548,203,0,0,0,1,0,0,0,0,3,43
112,Fake,Science,El Dizque,"Facebook ya no recibirá más avisos de privacidad: ""Se les advirtió con tiempo""",verb_facebook verb_recibir aviso privacidad verb_advertir tiempo avalancha mensaje verb_estar verb_llenar facebook ciudadano responsable verb_estar verb_proteger confidencialidad material verb_estar verb_publicar verb_conocer canal number mark zuckerberg mandamás red social verb_salir reclusión verb_hacer declaración verb_dijo—debir verb_agradecer usuario responsable verb_publicar post verb_anunciar confidencialidad dato verb_deber verb_decir verb_esperábir cantidad anuncio confidencialidad verb_ver penoso necesidad verb_anunciar number*:*number verb_pm tiempo pacífico comunicado confidencialidad publicado biografía usuario facebook verb_tener validez verb_hacer momento verb_poder verb_responder verb_dar material perpetuidad universo verb_poder verb_discutir verb_avisar tiempo verb_hacer verb_creer verb_poder verb_decir miedo verb_hacer zuckerberg verb_agregar verb_tener caso verb_publicar anuncio protección facebook verb_poder verb_vender contenido cualquiera publicación verb_considerar pertinente obligación verb_compartir derecho autor verb_avisar verb_hacer caso mamen verb_rematar verb_dar cerrada conferencia,https://www.eldizque.com/facebook-ya-no-recibira-mas-avisos-de-privacidad-se-les-advirtio-con-tiempo/,1536,250,158,0.632,37,0,0,0,0,0,0,0,0,3,16
